Dossier;Naam;Voornaam;Geboortedatum;Overlijdensdatum;Polis;Domein - Omschrijving;Polistype - Omschrijving;Product Template Name;Product Template ID;E-mail;Maatschappij;Natuurlijk/Rechtsp - Omschrijving
311/00;Kerkhofs;Geert;03/05/1971;;10401541;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;geert.kerkhofs@qollabi.com;AG INSURANCE;Natuurlijk persoon
312/00;Willems;Willy;20/03/1959;;1045474;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;willy.willems@qollabi.com;DAS;Natuurlijk persoon
312/00;Willems;Willy;20/03/1959;;3575947;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;willy.willems@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
312/00;Willems;Willy;20/03/1959;;5V95408;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;willy.willems@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
312/00;Willems;Willy;20/03/1959;;7F26315;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;willy.willems@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
312/01;Sels;Linda;15/02/1961;;229806101;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;willy.willems@qollabi.com;DKV Belgium;Natuurlijk persoon
312/01;Sels;Linda;15/02/1961;;3000406611;Bijstand;Bijstand (CBFA 18);Bijstand Bijstand (CBFA 18) EUROP ASSISTANCE BELGIUM;Bijstand Bijstand (CBFA 18) EUROP ASSISTANCE BELGIUM;willy.willems@qollabi.com;EUROP ASSISTANCE BELGIUM;Natuurlijk persoon
313/01;Nijs;Nicole;29/01/1959;;900245;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;nicole.nijs@qollabi.com;DAS;Natuurlijk persoon
313/01;Nijs;Nicole;29/01/1959;;26451872;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden AG INSURANCE;Individueel Verkeer & Inzittenden AG INSURANCE;nicole.nijs@qollabi.com;AG INSURANCE;Natuurlijk persoon
313/01;Nijs;Nicole;29/01/1959;;3A12424;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;nicole.nijs@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
313/01;Nijs;Nicole;29/01/1959;;5L96812;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;nicole.nijs@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
313/01;Nijs;Nicole;29/01/1959;;7810793;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;nicole.nijs@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
314/00;Bogaert;Dirk;20/08/1960;;1319290;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;dirk.bogaert@qollabi.com;DAS;Natuurlijk persoon
314/00;Bogaert;Dirk;20/08/1960;;5500530;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AG INSURANCE;Leven en belegging Individueel Leven Klassiek (Tak 21) AG INSURANCE;dirk.bogaert@qollabi.com;AG INSURANCE;Natuurlijk persoon
314/00;Bogaert;Dirk;20/08/1960;;621214092;Auto;Motorfietsen;Auto Motorfietsen AXA;Auto Motorfietsen AXA;dirk.bogaert@qollabi.com;AXA;Natuurlijk persoon
314/00;Bogaert;Dirk;20/08/1960;;7086301;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;dirk.bogaert@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
314/01;Van Damme;ANNE MARIE;09/06/1959;;621214600;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;dirk.bogaert@qollabi.com;AXA;Natuurlijk persoon
316/01;Dupont;Catharina;12/06/1950;;969927;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;catharina.dupont@qollabi.com;DAS;Natuurlijk persoon
316/01;Dupont;Catharina;12/06/1950;;212259401;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;catharina.dupont@qollabi.com;DKV Belgium;Natuurlijk persoon
316/01;Dupont;Catharina;12/06/1950;;3A52475;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;catharina.dupont@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
316/01;Dupont;Catharina;12/06/1950;;502081384;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AXA;BA particulieren BA Privéleven AXA;catharina.dupont@qollabi.com;AXA;Natuurlijk persoon
316/01;Dupont;Catharina;12/06/1950;;602429706;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;catharina.dupont@qollabi.com;AXA;Natuurlijk persoon
316/01;Dupont;Catharina;12/06/1950;;68000042482;Bijstand;Bijstand (CBFA 18);Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;catharina.dupont@qollabi.com;ALLIANZ  PARTNERS;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;828787;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;daniel.goossens@qollabi.com;DAS;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;12432429;Leven en belegging;Individueel Leven i.v.m. Beleggingsfondsen (Tak 23);Leven en belegging Individueel Leven i.v.m. Beleggingsfondsen (Tak 23) AG INSURANCE;Leven en belegging Individueel Leven i.v.m. Beleggingsfondsen (Tak 23) AG INSURANCE;daniel.goossens@qollabi.com;AG INSURANCE;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;2064489;Individueel;Persoonlijke Ongevallen algemeen;Individueel Persoonlijke Ongevallen algemeen VIVIUM;Individueel Persoonlijke Ongevallen algemeen VIVIUM;daniel.goossens@qollabi.com;VIVIUM;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;5J54058;Auto;Vrachtwagens,V.E.R.(Vervoer Eigen Rek.);Auto Vrachtwagens,V.E.R.(Vervoer Eigen Rek.) BALOISE INSURANCE;Auto Vrachtwagens,V.E.R.(Vervoer Eigen Rek.) BALOISE INSURANCE;daniel.goossens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;705509659;Brand eenvoudige risico's;Brand ER - handelshuizen;Brand eenvoudige risico's Brand ER - handelshuizen AXA;Brand eenvoudige risico's Brand ER - handelshuizen AXA;daniel.goossens@qollabi.com;AXA;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;7164166;BA andere dan particulieren;BA Beroep (Intellectuele, Vrije, Commerciële);BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) BALOISE INSURANCE;BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) BALOISE INSURANCE;daniel.goossens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;7883345;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;daniel.goossens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;8235735;Auto;Werktuigen en Tractoren;Auto Werktuigen en Tractoren BALOISE INSURANCE;Auto Werktuigen en Tractoren BALOISE INSURANCE;daniel.goossens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;8346555;Individueel;Hospitalisatie;Individueel Hospitalisatie AG INSURANCE;Individueel Hospitalisatie AG INSURANCE;daniel.goossens@qollabi.com;AG INSURANCE;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;8A49474;Auto;Vrachtwagens,V.E.R.(Vervoer Eigen Rek.);Auto Vrachtwagens,V.E.R.(Vervoer Eigen Rek.) BALOISE INSURANCE;Auto Vrachtwagens,V.E.R.(Vervoer Eigen Rek.) BALOISE INSURANCE;daniel.goossens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;8B50957;Auto;Werktuigen en Tractoren;Auto Werktuigen en Tractoren BALOISE INSURANCE;Auto Werktuigen en Tractoren BALOISE INSURANCE;daniel.goossens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;8B52498;Auto;Werktuigen en Tractoren;Auto Werktuigen en Tractoren BALOISE INSURANCE;Auto Werktuigen en Tractoren BALOISE INSURANCE;daniel.goossens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
317/00;Goossens;Daniel;03/09/1962;;8C56479;Auto;Werktuigen en Tractoren;Auto Werktuigen en Tractoren BALOISE INSURANCE;Auto Werktuigen en Tractoren BALOISE INSURANCE;daniel.goossens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
317/01;Brouwers;MARINA;23/05/1965;;1C44414;Leven en belegging;Bancaire beleggingsproducten;Leven en belegging Bancaire beleggingsproducten BALOISE INSURANCE;Leven en belegging Bancaire beleggingsproducten BALOISE INSURANCE;daniel.goossens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
317/01;Brouwers;MARINA;23/05/1965;;5A90482;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;daniel.goossens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
317/01;Brouwers;MARINA;23/05/1965;;5B56632;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;daniel.goossens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
317/01;Brouwers;MARINA;23/05/1965;;602426937;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden AXA;Individueel Verkeer & Inzittenden AXA;daniel.goossens@qollabi.com;AXA;Natuurlijk persoon
317/01;Brouwers;MARINA;23/05/1965;;60483486;Individueel;Persoonlijke Ongevallen algemeen;Individueel Persoonlijke Ongevallen algemeen AG INSURANCE;Individueel Persoonlijke Ongevallen algemeen AG INSURANCE;daniel.goossens@qollabi.com;AG INSURANCE;Natuurlijk persoon
319/00;Huygen;Sonja;07/01/1957;;1170857;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;;DAS;Natuurlijk persoon
319/00;Huygen;Sonja;07/01/1957;;600943306;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;;AXA;Natuurlijk persoon
320/00;Van Dyck;Guido;17/12/1952;;69198332;BA particulieren;Multiwaarborg BA particulier;BA particulieren Multiwaarborg BA particulier AG INSURANCE;BA particulieren Multiwaarborg BA particulier AG INSURANCE;guido.vandyck@qollabi.com;AG INSURANCE;Natuurlijk persoon
320/01;Claeys;Hermine;08/08/1953;;11169277;Leven en belegging;Groep Zelfstandigen;Leven en belegging Groep Zelfstandigen AG INSURANCE;Leven en belegging Groep Zelfstandigen AG INSURANCE;hermine.claeys@qollabi.com;AG INSURANCE;Natuurlijk persoon
320/01;Claeys;Hermine;08/08/1953;;7244091340;Bijstand;Bijstand (CBFA 18);Bijstand Bijstand (CBFA 18) EUROP ASSISTANCE BELGIUM;Bijstand Bijstand (CBFA 18) EUROP ASSISTANCE BELGIUM;hermine.claeys@qollabi.com;EUROP ASSISTANCE BELGIUM;Natuurlijk persoon
321/00;Mertens;Mounir;01/02/1975;;305557401;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;mounir.mertens@qollabi.com;DKV Belgium;Natuurlijk persoon
321/00;Mertens;Mounir;01/02/1975;;5V15723;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;mounir.mertens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
321/01;Segers;Marianne;18/02/1978;;1837611;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;marianne.segers@qollabi.com;DAS;Natuurlijk persoon
321/01;Segers;Marianne;18/02/1978;;38000050741;Bijstand;Bijstand (CBFA 18);Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;marianne.segers@qollabi.com;ALLIANZ  PARTNERS;Natuurlijk persoon
321/01;Segers;Marianne;18/02/1978;;7N15015;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;marianne.segers@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
321/01;Segers;Marianne;18/02/1978;;811959235;Multi-takken;Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...);Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;marianne.segers@qollabi.com;AXA;Natuurlijk persoon
323/00;Maes;Carolina;05/12/1945;;48084158;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;;AG INSURANCE;Natuurlijk persoon
323/00;Maes;Carolina;05/12/1945;;802181446;Multi-takken;Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...);Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;;AXA;Natuurlijk persoon
324/01;Van Acker;Marcella;05/03/1949;;5I54230;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;marcella.vanacker@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
324/02;Mertens;Maurice;25/07/1947;;1157088;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;marcella.vanacker@qollabi.com;DAS;Natuurlijk persoon
324/02;Mertens;Maurice;25/07/1947;;212710981;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;marcella.vanacker@qollabi.com;DKV Belgium;Natuurlijk persoon
324/02;Mertens;Maurice;25/07/1947;;3A34824;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;marcella.vanacker@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
324/02;Mertens;Maurice;25/07/1947;;5I76718;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;marcella.vanacker@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
324/02;Mertens;Maurice;25/07/1947;;7L44889;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;marcella.vanacker@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
324/02;Mertens;Maurice;25/07/1947;;7M63812;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;marcella.vanacker@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
325/00;Eeckhout;Jan;28/10/1964;;821841;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;jan.eeckhout@qollabi.com;DAS;Natuurlijk persoon
325/00;Eeckhout;Jan;28/10/1964;;38583332;Auto;Lichte Vrachtwagens;Auto Lichte Vrachtwagens AG INSURANCE;Auto Lichte Vrachtwagens AG INSURANCE;jan.eeckhout@qollabi.com;AG INSURANCE;Natuurlijk persoon
325/00;Eeckhout;Jan;28/10/1964;;NCN400051636;BA particulieren;BA Privéleven;BA particulieren BA Privéleven ALLIANZ;BA particulieren BA Privéleven ALLIANZ;jan.eeckhout@qollabi.com;ALLIANZ;Natuurlijk persoon
326/02;Diels;David;02/04/1974;;1084993;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;david.degraef@qollabi.com;DAS;Natuurlijk persoon
326/02;Diels;David;02/04/1974;;2961742;Brand eenvoudige risico's;Brand ER - handelshuizen;Brand eenvoudige risico's Brand ER - handelshuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - handelshuizen BALOISE INSURANCE;david.degraef@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
326/02;Diels;David;02/04/1974;;5R12497;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;david.degraef@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
326/02;Diels;David;02/04/1974;;7473057;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;david.degraef@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
326/02;Diels;David;02/04/1974;;7L78857;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;david.degraef@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
326/03;Atlas Services;;;;2164156;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;david.degraef@qollabi.com;DAS;Rechtspersoon
326/03;Atlas Services;;;;5V24373;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;david.degraef@qollabi.com;BALOISE INSURANCE;Rechtspersoon
326/03;Atlas Services;;;;5V91705;Auto;Lichte Vrachtwagens;Auto Lichte Vrachtwagens BALOISE INSURANCE;Auto Lichte Vrachtwagens BALOISE INSURANCE;david.degraef@qollabi.com;BALOISE INSURANCE;Rechtspersoon
326/03;Atlas Services;;;;5W16748;Auto;Lichte Vrachtwagens;Auto Lichte Vrachtwagens BALOISE INSURANCE;Auto Lichte Vrachtwagens BALOISE INSURANCE;david.degraef@qollabi.com;BALOISE INSURANCE;Rechtspersoon
326/03;Atlas Services;;;;5W32515;Auto;Lichte Vrachtwagens;Auto Lichte Vrachtwagens BALOISE INSURANCE;Auto Lichte Vrachtwagens BALOISE INSURANCE;david.degraef@qollabi.com;BALOISE INSURANCE;Rechtspersoon
326/03;Atlas Services;;;;5W33810;Auto;Lichte Vrachtwagens;Auto Lichte Vrachtwagens BALOISE INSURANCE;Auto Lichte Vrachtwagens BALOISE INSURANCE;david.degraef@qollabi.com;BALOISE INSURANCE;Rechtspersoon
326/03;Atlas Services;;;;QBE10D6020GN;Bijstand;Bijstand (CBFA 18);Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;david.degraef@qollabi.com;ALLIANZ  PARTNERS;Rechtspersoon
327/00;Van Hees;Marc;05/07/1954;;1044199;Rechtsbijstand;Rechtsbijstand Privéleven (eventueel met Auto);Rechtsbijstand Rechtsbijstand Privéleven (eventueel met Auto) DAS;Rechtsbijstand Rechtsbijstand Privéleven (eventueel met Auto) DAS;marc.vanhees@qollabi.com;DAS;Natuurlijk persoon
327/00;Van Hees;Marc;05/07/1954;;2223970;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;marc.vanhees@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
327/00;Van Hees;Marc;05/07/1954;;5N83980;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;marc.vanhees@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
327/00;Van Hees;Marc;05/07/1954;;7479946;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;marc.vanhees@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
328/00;Stevens;Pierre;25/03/1939;;1492284;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;;DAS;Natuurlijk persoon
